"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title"
445,"TRUE","3","male",32.3680904522613,0,0,8.1125,"S","Mr"
446,"TRUE","1","male",4,0,2,81.8583,"S","Master"
447,"TRUE","2","female",13,0,1,19.5,"S","Miss"
448,"TRUE","1","male",34,0,0,26.55,"S","Mr"
449,"TRUE","3","female",5,2,1,19.2583,"C","Miss"
450,"TRUE","1","male",52,0,0,30.5,"S","Mr"
451,"FALSE","2","male",36,1,2,27.75,"S","Mr"
452,"FALSE","3","male",32.3680904522613,1,0,19.9667,"S","Mr"
453,"FALSE","1","male",30,0,0,27.75,"C","Mr"
454,"TRUE","1","male",49,1,0,89.1042,"C","Mr"
455,"FALSE","3","male",32.3680904522613,0,0,8.05,"S","Mr"
456,"TRUE","3","male",29,0,0,7.8958,"C","Mr"
457,"FALSE","1","male",65,0,0,26.55,"S","Mr"
458,"TRUE","1","female",35.6542056074766,1,0,51.8625,"S","Mrs"
459,"TRUE","2","female",50,0,0,10.5,"S","Miss"
460,"FALSE","3","male",32.3680904522613,0,0,7.75,"Q","Mr"
461,"TRUE","1","male",48,0,0,26.55,"S","Mr"
462,"FALSE","3","male",34,0,0,8.05,"S","Mr"
463,"FALSE","1","male",47,0,0,38.5,"S","Mr"
464,"FALSE","2","male",48,0,0,13,"S","Mr"
465,"FALSE","3","male",32.3680904522613,0,0,8.05,"S","Mr"
466,"FALSE","3","male",38,0,0,7.05,"S","Mr"
467,"FALSE","2","male",32.3680904522613,0,0,0,"S","Mr"
468,"FALSE","1","male",56,0,0,26.55,"S","Mr"
469,"FALSE","3","male",32.3680904522613,0,0,7.725,"Q","Mr"
470,"TRUE","3","female",0.75,2,1,19.2583,"C","Miss"
471,"FALSE","3","male",32.3680904522613,0,0,7.25,"S","Mr"
472,"FALSE","3","male",38,0,0,8.6625,"S","Mr"
473,"TRUE","2","female",33,1,2,27.75,"S","Mrs"
474,"TRUE","2","female",23,0,0,13.7917,"C","Mrs"
475,"FALSE","3","female",22,0,0,9.8375,"S","Miss"
476,"FALSE","1","male",32.3680904522613,0,0,52,"S","Mr"
477,"FALSE","2","male",34,1,0,21,"S","Mr"
478,"FALSE","3","male",29,1,0,7.0458,"S","Mr"
479,"FALSE","3","male",22,0,0,7.5208,"S","Mr"
480,"TRUE","3","female",2,0,1,12.2875,"S","Miss"
481,"FALSE","3","male",9,5,2,46.9,"S","Master"
482,"FALSE","2","male",32.3680904522613,0,0,0,"S","Mr"
483,"FALSE","3","male",50,0,0,8.05,"S","Mr"
484,"TRUE","3","female",63,0,0,9.5875,"S","Mrs"
485,"TRUE","1","male",25,1,0,91.0792,"C","Mr"
486,"FALSE","3","female",21.6620689655172,3,1,25.4667,"S","Miss"
487,"TRUE","1","female",35,1,0,90,"S","Mrs"
488,"FALSE","1","male",58,0,0,29.7,"C","Mr"
489,"FALSE","3","male",30,0,0,8.05,"S","Mr"
490,"TRUE","3","male",9,1,1,15.9,"S","Master"
491,"FALSE","3","male",32.3680904522613,1,0,19.9667,"S","Mr"
492,"FALSE","3","male",21,0,0,7.25,"S","Mr"
493,"FALSE","1","male",55,0,0,30.5,"S","Mr"
494,"FALSE","1","male",71,0,0,49.5042,"C","Mr"
495,"FALSE","3","male",21,0,0,8.05,"S","Mr"
496,"FALSE","3","male",32.3680904522613,0,0,14.4583,"C","Mr"
497,"TRUE","1","female",54,1,0,78.2667,"C","Miss"
498,"FALSE","3","male",32.3680904522613,0,0,15.1,"S","Mr"
499,"FALSE","1","female",25,1,2,151.55,"S","Mrs"
500,"FALSE","3","male",24,0,0,7.7958,"S","Mr"
501,"FALSE","3","male",17,0,0,8.6625,"S","Mr"
502,"FALSE","3","female",21,0,0,7.75,"Q","Miss"
503,"FALSE","3","female",21.6620689655172,0,0,7.6292,"Q","Miss"
504,"FALSE","3","female",37,0,0,9.5875,"S","Miss"
505,"TRUE","1","female",16,0,0,86.5,"S","Miss"
506,"FALSE","1","male",18,1,0,108.9,"C","Mr"
507,"TRUE","2","female",33,0,2,26,"S","Mrs"
508,"TRUE","1","male",32.3680904522613,0,0,26.55,"S","Mr"
509,"FALSE","3","male",28,0,0,22.525,"S","Mr"
510,"TRUE","3","male",26,0,0,56.4958,"S","Mr"
511,"TRUE","3","male",29,0,0,7.75,"Q","Mr"
512,"FALSE","3","male",32.3680904522613,0,0,8.05,"S","Mr"
513,"TRUE","1","male",36,0,0,26.2875,"S","Mr"
514,"TRUE","1","female",54,1,0,59.4,"C","Mrs"
515,"FALSE","3","male",24,0,0,7.4958,"S","Mr"
516,"FALSE","1","male",47,0,0,34.0208,"S","Mr"
517,"TRUE","2","female",34,0,0,10.5,"S","Mrs"
518,"FALSE","3","male",32.3680904522613,0,0,24.15,"Q","Mr"
519,"TRUE","2","female",36,1,0,26,"S","Mrs"
520,"FALSE","3","male",32,0,0,7.8958,"S","Mr"
521,"TRUE","1","female",30,0,0,93.5,"S","Miss"
522,"FALSE","3","male",22,0,0,7.8958,"S","Mr"
523,"FALSE","3","male",32.3680904522613,0,0,7.225,"C","Mr"
524,"TRUE","1","female",44,0,1,57.9792,"C","Mrs"
525,"FALSE","3","male",32.3680904522613,0,0,7.2292,"C","Mr"
526,"FALSE","3","male",40.5,0,0,7.75,"Q","Mr"
527,"TRUE","2","female",50,0,0,10.5,"S","Miss"
528,"FALSE","1","male",32.3680904522613,0,0,221.7792,"S","Mr"
529,"FALSE","3","male",39,0,0,7.925,"S","Mr"
530,"FALSE","2","male",23,2,1,11.5,"S","Mr"
531,"TRUE","2","female",2,1,1,26,"S","Miss"
532,"FALSE","3","male",32.3680904522613,0,0,7.2292,"C","Mr"
533,"FALSE","3","male",17,1,1,7.2292,"C","Mr"
534,"TRUE","3","female",35.6542056074766,0,2,22.3583,"C","Mrs"
535,"FALSE","3","female",30,0,0,8.6625,"S","Miss"
536,"TRUE","2","female",7,0,2,26.25,"S","Miss"
537,"FALSE","1","male",45,0,0,26.55,"S","Mr"
538,"TRUE","1","female",30,0,0,106.425,"C","Miss"
539,"FALSE","3","male",32.3680904522613,0,0,14.5,"S","Mr"
540,"TRUE","1","female",22,0,2,49.5,"C","Miss"
541,"TRUE","1","female",36,0,2,71,"S","Miss"
542,"FALSE","3","female",9,4,2,31.275,"S","Miss"
543,"FALSE","3","female",11,4,2,31.275,"S","Miss"
544,"TRUE","2","male",32,1,0,26,"S","Mr"
545,"FALSE","1","male",50,1,0,106.425,"C","Mr"
546,"FALSE","1","male",64,0,0,26,"S","Mr"
547,"TRUE","2","female",19,1,0,26,"S","Mrs"
548,"TRUE","2","male",32.3680904522613,0,0,13.8625,"C","Mr"
549,"FALSE","3","male",33,1,1,20.525,"S","Mr"
550,"TRUE","2","male",8,1,1,36.75,"S","Master"
551,"TRUE","1","male",17,0,2,110.8833,"C","Mr"
552,"FALSE","2","male",27,0,0,26,"S","Mr"
553,"FALSE","3","male",32.3680904522613,0,0,7.8292,"Q","Mr"
554,"TRUE","3","male",22,0,0,7.225,"C","Mr"
555,"TRUE","3","female",22,0,0,7.775,"S","Miss"
556,"FALSE","1","male",62,0,0,26.55,"S","Mr"
557,"TRUE","1","female",48,1,0,39.6,"C","Miss"
558,"FALSE","1","male",32.3680904522613,0,0,227.525,"C","Mr"
559,"TRUE","1","female",39,1,1,79.65,"S","Mrs"
560,"TRUE","3","female",36,1,0,17.4,"S","Mrs"
561,"FALSE","3","male",32.3680904522613,0,0,7.75,"Q","Mr"
562,"FALSE","3","male",40,0,0,7.8958,"S","Mr"
563,"FALSE","2","male",28,0,0,13.5,"S","Mr"
564,"FALSE","3","male",32.3680904522613,0,0,8.05,"S","Mr"
565,"FALSE","3","female",21.6620689655172,0,0,8.05,"S","Miss"
566,"FALSE","3","male",24,2,0,24.15,"S","Mr"
567,"FALSE","3","male",19,0,0,7.8958,"S","Mr"
568,"FALSE","3","female",29,0,4,21.075,"S","Mrs"
569,"FALSE","3","male",32.3680904522613,0,0,7.2292,"C","Mr"
570,"TRUE","3","male",32,0,0,7.8542,"S","Mr"
571,"TRUE","2","male",62,0,0,10.5,"S","Mr"
572,"TRUE","1","female",53,2,0,51.4792,"S","Mrs"
573,"TRUE","1","male",36,0,0,26.3875,"S","Mr"
574,"TRUE","3","female",21.6620689655172,0,0,7.75,"Q","Miss"
575,"FALSE","3","male",16,0,0,8.05,"S","Mr"
576,"FALSE","3","male",19,0,0,14.5,"S","Mr"
577,"TRUE","2","female",34,0,0,13,"S","Miss"
578,"TRUE","1","female",39,1,0,55.9,"S","Mrs"
579,"FALSE","3","female",35.6542056074766,1,0,14.4583,"C","Mrs"
580,"TRUE","3","male",32,0,0,7.925,"S","Mr"
581,"TRUE","2","female",25,1,1,30,"S","Miss"
582,"TRUE","1","female",39,1,1,110.8833,"C","Mrs"
583,"FALSE","2","male",54,0,0,26,"S","Mr"
584,"FALSE","1","male",36,0,0,40.125,"C","Mr"
585,"FALSE","3","male",32.3680904522613,0,0,8.7125,"C","Mr"
586,"TRUE","1","female",18,0,2,79.65,"S","Miss"
587,"FALSE","2","male",47,0,0,15,"S","Mr"
588,"TRUE","1","male",60,1,1,79.2,"C","Mr"
589,"FALSE","3","male",22,0,0,8.05,"S","Mr"
590,"FALSE","3","male",32.3680904522613,0,0,8.05,"S","Mr"
591,"FALSE","3","male",35,0,0,7.125,"S","Mr"
592,"TRUE","1","female",52,1,0,78.2667,"C","Mrs"
593,"FALSE","3","male",47,0,0,7.25,"S","Mr"
594,"FALSE","3","female",21.6620689655172,0,2,7.75,"Q","Miss"
595,"FALSE","2","male",37,1,0,26,"S","Mr"
596,"FALSE","3","male",36,1,1,24.15,"S","Mr"
597,"TRUE","2","female",21.6620689655172,0,0,33,"S","Miss"
598,"FALSE","3","male",49,0,0,0,"S","Mr"
599,"FALSE","3","male",32.3680904522613,0,0,7.225,"C","Mr"
600,"TRUE","1","male",49,1,0,56.9292,"C","Mr"
601,"TRUE","2","female",24,2,1,27,"S","Mrs"
602,"FALSE","3","male",32.3680904522613,0,0,7.8958,"S","Mr"
603,"FALSE","1","male",32.3680904522613,0,0,42.4,"S","Mr"
604,"FALSE","3","male",44,0,0,8.05,"S","Mr"
605,"TRUE","1","male",35,0,0,26.55,"C","Mr"
606,"FALSE","3","male",36,1,0,15.55,"S","Mr"
607,"FALSE","3","male",30,0,0,7.8958,"S","Mr"
608,"TRUE","1","male",27,0,0,30.5,"S","Mr"
609,"TRUE","2","female",22,1,2,41.5792,"C","Mrs"
610,"TRUE","1","female",40,0,0,153.4625,"S","Miss"
611,"FALSE","3","female",39,1,5,31.275,"S","Mrs"
612,"FALSE","3","male",32.3680904522613,0,0,7.05,"S","Mr"
613,"TRUE","3","female",21.6620689655172,1,0,15.5,"Q","Miss"
614,"FALSE","3","male",32.3680904522613,0,0,7.75,"Q","Mr"
615,"FALSE","3","male",35,0,0,8.05,"S","Mr"
616,"TRUE","2","female",24,1,2,65,"S","Miss"
617,"FALSE","3","male",34,1,1,14.4,"S","Mr"
618,"FALSE","3","female",26,1,0,16.1,"S","Mrs"
619,"TRUE","2","female",4,2,1,39,"S","Miss"
620,"FALSE","2","male",26,0,0,10.5,"S","Mr"
621,"FALSE","3","male",27,1,0,14.4542,"C","Mr"
622,"TRUE","1","male",42,1,0,52.5542,"S","Mr"
623,"TRUE","3","male",20,1,1,15.7417,"C","Mr"
624,"FALSE","3","male",21,0,0,7.8542,"S","Mr"
625,"FALSE","3","male",21,0,0,16.1,"S","Mr"
626,"FALSE","1","male",61,0,0,32.3208,"S","Mr"
627,"FALSE","2","male",57,0,0,12.35,"Q","Mr"
628,"TRUE","1","female",21,0,0,77.9583,"S","Miss"
629,"FALSE","3","male",26,0,0,7.8958,"S","Mr"
630,"FALSE","3","male",32.3680904522613,0,0,7.7333,"Q","Mr"
631,"TRUE","1","male",80,0,0,30,"S","Mr"
632,"FALSE","3","male",51,0,0,7.0542,"S","Mr"
633,"TRUE","1","male",32,0,0,30.5,"C","Mr"
634,"FALSE","1","male",32.3680904522613,0,0,0,"S","Mr"
635,"FALSE","3","female",9,3,2,27.9,"S","Miss"
636,"TRUE","2","female",28,0,0,13,"S","Miss"
637,"FALSE","3","male",32,0,0,7.925,"S","Mr"
638,"FALSE","2","male",31,1,1,26.25,"S","Mr"
639,"FALSE","3","female",41,0,5,39.6875,"S","Mrs"
640,"FALSE","3","male",32.3680904522613,1,0,16.1,"S","Mr"
641,"FALSE","3","male",20,0,0,7.8542,"S","Mr"
642,"TRUE","1","female",24,0,0,69.3,"C","Miss"
643,"FALSE","3","female",2,3,2,27.9,"S","Miss"
644,"TRUE","3","male",32.3680904522613,0,0,56.4958,"S","Mr"
645,"TRUE","3","female",0.75,2,1,19.2583,"C","Miss"
646,"TRUE","1","male",48,1,0,76.7292,"C","Mr"
647,"FALSE","3","male",19,0,0,7.8958,"S","Mr"
648,"TRUE","1","male",56,0,0,35.5,"C","Mr"
649,"FALSE","3","male",32.3680904522613,0,0,7.55,"S","Mr"
650,"TRUE","3","female",23,0,0,7.55,"S","Miss"
651,"FALSE","3","male",32.3680904522613,0,0,7.8958,"S","Mr"
652,"TRUE","2","female",18,0,1,23,"S","Miss"
653,"FALSE","3","male",21,0,0,8.4333,"S","Mr"
654,"TRUE","3","female",21.6620689655172,0,0,7.8292,"Q","Miss"
655,"FALSE","3","female",18,0,0,6.75,"Q","Miss"
656,"FALSE","2","male",24,2,0,73.5,"S","Mr"
657,"FALSE","3","male",32.3680904522613,0,0,7.8958,"S","Mr"
658,"FALSE","3","female",32,1,1,15.5,"Q","Mrs"
659,"FALSE","2","male",23,0,0,13,"S","Mr"
660,"FALSE","1","male",58,0,2,113.275,"C","Mr"
661,"TRUE","1","male",50,2,0,133.65,"S","Mr"
662,"FALSE","3","male",40,0,0,7.225,"C","Mr"
663,"FALSE","1","male",47,0,0,25.5875,"S","Mr"
664,"FALSE","3","male",36,0,0,7.4958,"S","Mr"
665,"TRUE","3","male",20,1,0,7.925,"S","Mr"
666,"FALSE","2","male",32,2,0,73.5,"S","Mr"
667,"FALSE","2","male",25,0,0,13,"S","Mr"
668,"FALSE","3","male",32.3680904522613,0,0,7.775,"S","Mr"
669,"FALSE","3","male",43,0,0,8.05,"S","Mr"
670,"TRUE","1","female",35.6542056074766,1,0,52,"S","Mrs"
671,"TRUE","2","female",40,1,1,39,"S","Mrs"
672,"FALSE","1","male",31,1,0,52,"S","Mr"
673,"FALSE","2","male",70,0,0,10.5,"S","Mr"
674,"TRUE","2","male",31,0,0,13,"S","Mr"
675,"FALSE","2","male",32.3680904522613,0,0,0,"S","Mr"
676,"FALSE","3","male",18,0,0,7.775,"S","Mr"
677,"FALSE","3","male",24.5,0,0,8.05,"S","Mr"
678,"TRUE","3","female",18,0,0,9.8417,"S","Miss"
679,"FALSE","3","female",43,1,6,46.9,"S","Mrs"
680,"TRUE","1","male",36,0,1,512.3292,"C","Mr"
681,"FALSE","3","female",21.6620689655172,0,0,8.1375,"Q","Miss"
682,"TRUE","1","male",27,0,0,76.7292,"C","Mr"
683,"FALSE","3","male",20,0,0,9.225,"S","Mr"
684,"FALSE","3","male",14,5,2,46.9,"S","Mr"
685,"FALSE","2","male",60,1,1,39,"S","Mr"
686,"FALSE","2","male",25,1,2,41.5792,"C","Mr"
687,"FALSE","3","male",14,4,1,39.6875,"S","Mr"
688,"FALSE","3","male",19,0,0,10.1708,"S","Mr"
689,"FALSE","3","male",18,0,0,7.7958,"S","Mr"
690,"TRUE","1","female",15,0,1,211.3375,"S","Miss"
691,"TRUE","1","male",31,1,0,57,"S","Mr"
692,"TRUE","3","female",4,0,1,13.4167,"C","Miss"
693,"TRUE","3","male",32.3680904522613,0,0,56.4958,"S","Mr"
694,"FALSE","3","male",25,0,0,7.225,"C","Mr"
695,"FALSE","1","male",60,0,0,26.55,"S","Mr"
696,"FALSE","2","male",52,0,0,13.5,"S","Mr"
697,"FALSE","3","male",44,0,0,8.05,"S","Mr"
698,"TRUE","3","female",21.6620689655172,0,0,7.7333,"Q","Miss"
699,"FALSE","1","male",49,1,1,110.8833,"C","Mr"
700,"FALSE","3","male",42,0,0,7.65,"S","Mr"
701,"TRUE","1","female",18,1,0,227.525,"C","Mrs"
702,"TRUE","1","male",35,0,0,26.2875,"S","Mr"
703,"FALSE","3","female",18,0,1,14.4542,"C","Miss"
704,"FALSE","3","male",25,0,0,7.7417,"Q","Mr"
705,"FALSE","3","male",26,1,0,7.8542,"S","Mr"
706,"FALSE","2","male",39,0,0,26,"S","Mr"
707,"TRUE","2","female",45,0,0,13.5,"S","Mrs"
708,"TRUE","1","male",42,0,0,26.2875,"S","Mr"
709,"TRUE","1","female",22,0,0,151.55,"S","Miss"
710,"TRUE","3","male",4.57416666666667,1,1,15.2458,"C","Master"
711,"TRUE","1","female",24,0,0,49.5042,"C","Miss"
712,"FALSE","1","male",32.3680904522613,0,0,26.55,"S","Mr"
713,"TRUE","1","male",48,1,0,52,"S","Mr"
714,"FALSE","3","male",29,0,0,9.4833,"S","Mr"
715,"FALSE","2","male",52,0,0,13,"S","Mr"
716,"FALSE","3","male",19,0,0,7.65,"S","Mr"
717,"TRUE","1","female",38,0,0,227.525,"C","Miss"
718,"TRUE","2","female",27,0,0,10.5,"S","Miss"
719,"FALSE","3","male",32.3680904522613,0,0,15.5,"Q","Mr"
720,"FALSE","3","male",33,0,0,7.775,"S","Mr"
721,"TRUE","2","female",6,0,1,33,"S","Miss"
722,"FALSE","3","male",17,1,0,7.0542,"S","Mr"
723,"FALSE","2","male",34,0,0,13,"S","Mr"
724,"FALSE","2","male",50,0,0,13,"S","Mr"
725,"TRUE","1","male",27,1,0,53.1,"S","Mr"
726,"FALSE","3","male",20,0,0,8.6625,"S","Mr"
727,"TRUE","2","female",30,3,0,21,"S","Mrs"
728,"TRUE","3","female",21.6620689655172,0,0,7.7375,"Q","Miss"
729,"FALSE","2","male",25,1,0,26,"S","Mr"
730,"FALSE","3","female",25,1,0,7.925,"S","Miss"
731,"TRUE","1","female",29,0,0,211.3375,"S","Miss"
732,"FALSE","3","male",11,0,0,18.7875,"C","Mr"
733,"FALSE","2","male",32.3680904522613,0,0,0,"S","Mr"
734,"FALSE","2","male",23,0,0,13,"S","Mr"
735,"FALSE","2","male",23,0,0,13,"S","Mr"
736,"FALSE","3","male",28.5,0,0,16.1,"S","Mr"
737,"FALSE","3","female",48,1,3,34.375,"S","Mrs"
738,"TRUE","1","male",35,0,0,512.3292,"C","Mr"
739,"FALSE","3","male",32.3680904522613,0,0,7.8958,"S","Mr"
740,"FALSE","3","male",32.3680904522613,0,0,7.8958,"S","Mr"
741,"TRUE","1","male",32.3680904522613,0,0,30,"S","Mr"
742,"FALSE","1","male",36,1,0,78.85,"S","Mr"
743,"TRUE","1","female",21,2,2,262.375,"C","Miss"
744,"FALSE","3","male",24,1,0,16.1,"S","Mr"
745,"TRUE","3","male",31,0,0,7.925,"S","Mr"
746,"FALSE","1","male",70,1,1,71,"S","Mr"
747,"FALSE","3","male",16,1,1,20.25,"S","Mr"
748,"TRUE","2","female",30,0,0,13,"S","Miss"
749,"FALSE","1","male",19,1,0,53.1,"S","Mr"
750,"FALSE","3","male",31,0,0,7.75,"Q","Mr"
751,"TRUE","2","female",4,1,1,23,"S","Miss"
752,"TRUE","3","male",6,0,1,12.475,"S","Master"
753,"FALSE","3","male",33,0,0,9.5,"S","Mr"
754,"FALSE","3","male",23,0,0,7.8958,"S","Mr"
755,"TRUE","2","female",48,1,2,65,"S","Mrs"
756,"TRUE","2","male",0.67,1,1,14.5,"S","Master"
757,"FALSE","3","male",28,0,0,7.7958,"S","Mr"
758,"FALSE","2","male",18,0,0,11.5,"S","Mr"
759,"FALSE","3","male",34,0,0,8.05,"S","Mr"
760,"TRUE","1","female",33,0,0,86.5,"S","Mrs"
761,"FALSE","3","male",32.3680904522613,0,0,14.5,"S","Mr"
762,"FALSE","3","male",41,0,0,7.125,"S","Mr"
763,"TRUE","3","male",20,0,0,7.2292,"C","Mr"
764,"TRUE","1","female",36,1,2,120,"S","Mrs"
765,"FALSE","3","male",16,0,0,7.775,"S","Mr"
766,"TRUE","1","female",51,1,0,77.9583,"S","Mrs"
767,"FALSE","1","male",42,0,0,39.6,"C","Mr"
768,"FALSE","3","female",30.5,0,0,7.75,"Q","Miss"
769,"FALSE","3","male",32.3680904522613,1,0,24.15,"Q","Mr"
770,"FALSE","3","male",32,0,0,8.3625,"S","Mr"
771,"FALSE","3","male",24,0,0,9.5,"S","Mr"
772,"FALSE","3","male",48,0,0,7.8542,"S","Mr"
773,"FALSE","2","female",57,0,0,10.5,"S","Mrs"
774,"FALSE","3","male",32.3680904522613,0,0,7.225,"C","Mr"
775,"TRUE","2","female",54,1,3,23,"S","Mrs"
776,"FALSE","3","male",18,0,0,7.75,"S","Mr"
777,"FALSE","3","male",32.3680904522613,0,0,7.75,"Q","Mr"
778,"TRUE","3","female",5,0,0,12.475,"S","Miss"
779,"FALSE","3","male",32.3680904522613,0,0,7.7375,"Q","Mr"
780,"TRUE","1","female",43,0,1,211.3375,"S","Mrs"
781,"TRUE","3","female",13,0,0,7.2292,"C","Miss"
782,"TRUE","1","female",17,1,0,57,"S","Mrs"
783,"FALSE","1","male",29,0,0,30,"S","Mr"
784,"FALSE","3","male",32.3680904522613,1,2,23.45,"S","Mr"
785,"FALSE","3","male",25,0,0,7.05,"S","Mr"
786,"FALSE","3","male",25,0,0,7.25,"S","Mr"
787,"TRUE","3","female",18,0,0,7.4958,"S","Miss"
788,"FALSE","3","male",8,4,1,29.125,"Q","Master"
789,"TRUE","3","male",1,1,2,20.575,"S","Master"
790,"FALSE","1","male",46,0,0,79.2,"C","Mr"
791,"FALSE","3","male",32.3680904522613,0,0,7.75,"Q","Mr"
792,"FALSE","2","male",16,0,0,26,"S","Mr"
793,"FALSE","3","female",21.6620689655172,8,2,69.55,"S","Miss"
794,"FALSE","1","male",32.3680904522613,0,0,30.6958,"C","Mr"
795,"FALSE","3","male",25,0,0,7.8958,"S","Mr"
796,"FALSE","2","male",39,0,0,13,"S","Mr"
797,"TRUE","1","female",49,0,0,25.9292,"S","Mr"
798,"TRUE","3","female",31,0,0,8.6833,"S","Mrs"
799,"FALSE","3","male",30,0,0,7.2292,"C","Mr"
800,"FALSE","3","female",30,1,1,24.15,"S","Mrs"
801,"FALSE","2","male",34,0,0,13,"S","Mr"
802,"TRUE","2","female",31,1,1,26.25,"S","Mrs"
803,"TRUE","1","male",11,1,2,120,"S","Master"
804,"TRUE","3","male",0.42,0,1,8.5167,"C","Master"
805,"TRUE","3","male",27,0,0,6.975,"S","Mr"
806,"FALSE","3","male",31,0,0,7.775,"S","Mr"
807,"FALSE","1","male",39,0,0,0,"S","Mr"
808,"FALSE","3","female",18,0,0,7.775,"S","Miss"
809,"FALSE","2","male",39,0,0,13,"S","Mr"
810,"TRUE","1","female",33,1,0,53.1,"S","Mrs"
811,"FALSE","3","male",26,0,0,7.8875,"S","Mr"
812,"FALSE","3","male",39,0,0,24.15,"S","Mr"
813,"FALSE","2","male",35,0,0,10.5,"S","Mr"
814,"FALSE","3","female",6,4,2,31.275,"S","Miss"
815,"FALSE","3","male",30.5,0,0,8.05,"S","Mr"
816,"FALSE","1","male",32.3680904522613,0,0,0,"S","Mr"
817,"FALSE","3","female",23,0,0,7.925,"S","Miss"
818,"FALSE","2","male",31,1,1,37.0042,"C","Mr"
819,"FALSE","3","male",43,0,0,6.45,"S","Mr"
820,"FALSE","3","male",10,3,2,27.9,"S","Master"
821,"TRUE","1","female",52,1,1,93.5,"S","Mrs"
822,"TRUE","3","male",27,0,0,8.6625,"S","Mr"
823,"FALSE","1","male",38,0,0,0,"S","Mr"
824,"TRUE","3","female",27,0,1,12.475,"S","Mrs"
825,"FALSE","3","male",2,4,1,39.6875,"S","Master"
826,"FALSE","3","male",32.3680904522613,0,0,6.95,"Q","Mr"
827,"FALSE","3","male",32.3680904522613,0,0,56.4958,"S","Mr"
828,"TRUE","2","male",1,0,2,37.0042,"C","Master"
829,"TRUE","3","male",32.3680904522613,0,0,7.75,"Q","Mr"
831,"TRUE","3","female",15,1,0,14.4542,"C","Mrs"
832,"TRUE","2","male",0.83,1,1,18.75,"S","Master"
833,"FALSE","3","male",32.3680904522613,0,0,7.2292,"C","Mr"
834,"FALSE","3","male",23,0,0,7.8542,"S","Mr"
835,"FALSE","3","male",18,0,0,8.3,"S","Mr"
836,"TRUE","1","female",39,1,1,83.1583,"C","Miss"
837,"FALSE","3","male",21,0,0,8.6625,"S","Mr"
838,"FALSE","3","male",32.3680904522613,0,0,8.05,"S","Mr"
839,"TRUE","3","male",32,0,0,56.4958,"S","Mr"
840,"TRUE","1","male",32.3680904522613,0,0,29.7,"C","Mr"
841,"FALSE","3","male",20,0,0,7.925,"S","Mr"
842,"FALSE","2","male",16,0,0,10.5,"S","Mr"
843,"TRUE","1","female",30,0,0,31,"C","Miss"
844,"FALSE","3","male",34.5,0,0,6.4375,"C","Mr"
845,"FALSE","3","male",17,0,0,8.6625,"S","Mr"
846,"FALSE","3","male",42,0,0,7.55,"S","Mr"
847,"FALSE","3","male",32.3680904522613,8,2,69.55,"S","Mr"
848,"FALSE","3","male",35,0,0,7.8958,"C","Mr"
849,"FALSE","2","male",28,0,1,33,"S","Mr"
850,"TRUE","1","female",35.6542056074766,1,0,89.1042,"C","Mrs"
851,"FALSE","3","male",4,4,2,31.275,"S","Master"
852,"FALSE","3","male",74,0,0,7.775,"S","Mr"
853,"FALSE","3","female",9,1,1,15.2458,"C","Miss"
854,"TRUE","1","female",16,0,1,39.4,"S","Miss"
855,"FALSE","2","female",44,1,0,26,"S","Mrs"
856,"TRUE","3","female",18,0,1,9.35,"S","Mrs"
857,"TRUE","1","female",45,1,1,164.8667,"S","Mrs"
858,"TRUE","1","male",51,0,0,26.55,"S","Mr"
859,"TRUE","3","female",24,0,3,19.2583,"C","Mrs"
860,"FALSE","3","male",32.3680904522613,0,0,7.2292,"C","Mr"
861,"FALSE","3","male",41,2,0,14.1083,"S","Mr"
862,"FALSE","2","male",21,1,0,11.5,"S","Mr"
863,"TRUE","1","female",48,0,0,25.9292,"S","Mrs"
864,"FALSE","3","female",21.6620689655172,8,2,69.55,"S","Miss"
865,"FALSE","2","male",24,0,0,13,"S","Mr"
866,"TRUE","2","female",42,0,0,13,"S","Mrs"
867,"TRUE","2","female",27,1,0,13.8583,"C","Miss"
868,"FALSE","1","male",31,0,0,50.4958,"S","Mr"
869,"FALSE","3","male",32.3680904522613,0,0,9.5,"S","Mr"
870,"TRUE","3","male",4,1,1,11.1333,"S","Master"
871,"FALSE","3","male",26,0,0,7.8958,"S","Mr"
872,"TRUE","1","female",47,1,1,52.5542,"S","Mrs"
873,"FALSE","1","male",33,0,0,5,"S","Mr"
874,"FALSE","3","male",47,0,0,9,"S","Mr"
875,"TRUE","2","female",28,1,0,24,"C","Mrs"
876,"TRUE","3","female",15,0,0,7.225,"C","Miss"
877,"FALSE","3","male",20,0,0,9.8458,"S","Mr"
878,"FALSE","3","male",19,0,0,7.8958,"S","Mr"
879,"FALSE","3","male",32.3680904522613,0,0,7.8958,"S","Mr"
880,"TRUE","1","female",56,0,1,83.1583,"C","Mrs"
881,"TRUE","2","female",25,0,1,26,"S","Mrs"
882,"FALSE","3","male",33,0,0,7.8958,"S","Mr"
883,"FALSE","3","female",22,0,0,10.5167,"S","Miss"
884,"FALSE","2","male",28,0,0,10.5,"S","Mr"
885,"FALSE","3","male",25,0,0,7.05,"S","Mr"
886,"FALSE","3","female",39,0,5,29.125,"Q","Mrs"
887,"FALSE","2","male",27,0,0,13,"S","Mr"
888,"TRUE","1","female",19,0,0,30,"S","Miss"
